split,source,label_id,category_id,class_name,class_slug,image_id,annotation_id,source_image,crop_path,bbox_xywh,crop_xyxy
train,real,1,24,zebra,zebra,381729,588267,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000381729.jpg,data/crops/train/zebra/train_zebra_00010_img381729_ann588267.jpg,"[346.13, 404.05, 293.87, 199.0]","[302, 374, 640, 625]"
train,real,1,24,zebra,zebra,357301,590818,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000357301.jpg,data/crops/train/zebra/train_zebra_00011_img357301_ann590818.jpg,"[289.19, 135.11, 160.72, 112.87]","[265, 118, 474, 264]"
train,real,1,24,zebra,zebra,364571,1413122,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000364571.jpg,data/crops/train/zebra/train_zebra_00012_img364571_ann1413122.jpg,"[301.09, 177.97, 60.36, 27.85]","[292, 173, 370, 209]"
train,real,1,24,zebra,zebra,451061,1413153,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000451061.jpg,data/crops/train/zebra/train_zebra_00013_img451061_ann1413153.jpg,"[61.34, 8.68, 35.74, 20.54]","[55, 5, 102, 32]"
train,real,1,24,zebra,zebra,449032,591245,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000449032.jpg,data/crops/train/zebra/train_zebra_00014_img449032_ann591245.jpg,"[212.85, 113.62, 126.57, 99.23]","[193, 98, 358, 227]"
train,real,1,24,zebra,zebra,299041,1413158,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000299041.jpg,data/crops/train/zebra/train_zebra_00015_img299041_ann1413158.jpg,"[0.0, 454.77, 70.98, 100.54]","[0, 439, 81, 570]"
train,real,1,24,zebra,zebra,380058,1822644,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000380058.jpg,data/crops/train/zebra/train_zebra_00016_img380058_ann1822644.jpg,"[418.63, 72.47, 67.92, 58.86]","[408, 63, 496, 140]"
train,real,1,24,zebra,zebra,251816,589695,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000251816.jpg,data/crops/train/zebra/train_zebra_00017_img251816_ann589695.jpg,"[266.18, 162.95, 372.47, 264.27]","[210, 123, 640, 428]"
train,real,1,24,zebra,zebra,411343,592299,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000411343.jpg,data/crops/train/zebra/train_zebra_00018_img411343_ann592299.jpg,"[321.3, 151.19, 171.01, 152.14]","[295, 128, 517, 326]"
train,real,1,24,zebra,zebra,264268,589641,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000264268.jpg,data/crops/train/zebra/train_zebra_00019_img264268_ann589641.jpg,"[447.64, 200.9, 52.85, 75.5]","[439, 189, 508, 287]"
train,real,1,24,zebra,zebra,524991,590700,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000524991.jpg,data/crops/train/zebra/train_zebra_00020_img524991_ann590700.jpg,"[412.1, 104.09, 146.75, 144.11]","[390, 82, 580, 269]"
train,real,1,24,zebra,zebra,364571,1413159,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000364571.jpg,data/crops/train/zebra/train_zebra_00021_img364571_ann1413159.jpg,"[179.84, 234.8, 28.29, 24.02]","[175, 231, 212, 262]"
train,real,1,24,zebra,zebra,341457,590866,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000341457.jpg,data/crops/train/zebra/train_zebra_00022_img341457_ann590866.jpg,"[171.13, 121.12, 263.35, 304.88]","[131, 75, 473, 426]"
train,real,1,24,zebra,zebra,231140,593772,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000231140.jpg,data/crops/train/zebra/train_zebra_00023_img231140_ann593772.jpg,"[166.75, 271.29, 28.27, 64.47]","[162, 261, 199, 345]"
train,real,1,24,zebra,zebra,364567,1412527,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000364567.jpg,data/crops/train/zebra/train_zebra_00024_img364567_ann1412527.jpg,"[5.02, 213.96, 92.42, 207.93]","[0, 182, 111, 447]"
train,real,1,24,zebra,zebra,231140,1412321,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000231140.jpg,data/crops/train/zebra/train_zebra_00025_img231140_ann1412321.jpg,"[285.59, 268.06, 39.42, 70.71]","[279, 257, 330, 349]"
train,real,1,24,zebra,zebra,434856,591449,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000434856.jpg,data/crops/train/zebra/train_zebra_00026_img434856_ann591449.jpg,"[347.62, 337.63, 123.77, 145.3]","[329, 315, 480, 504]"
train,real,1,24,zebra,zebra,277961,588829,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000277961.jpg,data/crops/train/zebra/train_zebra_00027_img277961_ann588829.jpg,"[118.98, 99.79, 360.8, 229.34]","[64, 65, 533, 363]"
train,real,1,24,zebra,zebra,354003,592817,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000354003.jpg,data/crops/train/zebra/train_zebra_00028_img354003_ann592817.jpg,"[255.28, 246.21, 89.8, 70.49]","[241, 235, 358, 327]"
train,real,1,24,zebra,zebra,109774,592971,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000109774.jpg,data/crops/train/zebra/train_zebra_00029_img109774_ann592971.jpg,"[70.05, 187.44, 160.11, 111.63]","[46, 170, 254, 315]"
train,real,1,24,zebra,zebra,47879,590789,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000047879.jpg,data/crops/train/zebra/train_zebra_00030_img47879_ann590789.jpg,"[41.81, 169.22, 128.31, 103.64]","[22, 153, 189, 288]"
train,real,1,24,zebra,zebra,61760,593829,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000061760.jpg,data/crops/train/zebra/train_zebra_00031_img61760_ann593829.jpg,"[61.48, 78.74, 385.08, 355.96]","[3, 25, 504, 480]"
train,real,1,24,zebra,zebra,109774,592050,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000109774.jpg,data/crops/train/zebra/train_zebra_00032_img109774_ann592050.jpg,"[192.5, 185.75, 140.23, 115.09]","[171, 168, 353, 318]"
train,real,1,24,zebra,zebra,277932,593319,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000277932.jpg,data/crops/train/zebra/train_zebra_00033_img277932_ann593319.jpg,"[546.64, 260.14, 58.9, 36.72]","[537, 254, 614, 302]"
train,real,1,24,zebra,zebra,297112,594270,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000297112.jpg,data/crops/train/zebra/train_zebra_00034_img297112_ann594270.jpg,"[252.93, 68.1, 121.23, 199.05]","[234, 38, 392, 297]"
train,real,1,24,zebra,zebra,425807,590969,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000425807.jpg,data/crops/train/zebra/train_zebra_00035_img425807_ann590969.jpg,"[254.5, 57.02, 376.91, 298.52]","[197, 12, 640, 400]"
train,real,1,24,zebra,zebra,148032,589408,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000148032.jpg,data/crops/train/zebra/train_zebra_00036_img148032_ann589408.jpg,"[137.36, 95.81, 256.18, 202.25]","[98, 65, 431, 328]"
train,real,1,24,zebra,zebra,418625,591038,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000418625.jpg,data/crops/train/zebra/train_zebra_00037_img418625_ann591038.jpg,"[321.64, 196.41, 220.01, 97.01]","[288, 181, 574, 307]"
train,real,1,24,zebra,zebra,458594,592225,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000458594.jpg,data/crops/train/zebra/train_zebra_00038_img458594_ann592225.jpg,"[197.85, 204.77, 280.27, 212.96]","[155, 172, 520, 449]"
train,real,1,24,zebra,zebra,64578,591160,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000064578.jpg,data/crops/train/zebra/train_zebra_00039_img64578_ann591160.jpg,"[261.53, 225.16, 48.39, 44.28]","[254, 218, 317, 276]"
train,real,1,24,zebra,zebra,206202,588510,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000206202.jpg,data/crops/train/zebra/train_zebra_00040_img206202_ann588510.jpg,"[415.99, 19.58, 223.3, 150.27]","[382, 0, 640, 192]"
train,real,1,24,zebra,zebra,160858,590486,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000160858.jpg,data/crops/train/zebra/train_zebra_00041_img160858_ann590486.jpg,"[153.03, 153.87, 221.97, 180.77]","[119, 126, 408, 361]"
train,real,1,24,zebra,zebra,264268,590742,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000264268.jpg,data/crops/train/zebra/train_zebra_00042_img264268_ann590742.jpg,"[362.83, 195.61, 41.9, 66.42]","[356, 185, 411, 271]"
train,real,1,24,zebra,zebra,38513,1822337,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000038513.jpg,data/crops/train/zebra/train_zebra_00043_img38513_ann1822337.jpg,"[206.14, 289.36, 156.83, 270.89]","[182, 248, 386, 600]"
train,real,1,24,zebra,zebra,409889,593703,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000409889.jpg,data/crops/train/zebra/train_zebra_00044_img409889_ann593703.jpg,"[400.22, 273.76, 115.72, 74.97]","[382, 262, 533, 359]"
train,real,1,24,zebra,zebra,82740,1822507,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000082740.jpg,data/crops/train/zebra/train_zebra_00045_img82740_ann1822507.jpg,"[324.9, 269.96, 56.72, 109.19]","[316, 253, 390, 395]"
train,real,1,24,zebra,zebra,329380,591364,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000329380.jpg,data/crops/train/zebra/train_zebra_00046_img329380_ann591364.jpg,"[300.59, 198.7, 37.19, 89.72]","[295, 185, 343, 301]"
train,real,1,24,zebra,zebra,140080,1822271,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000140080.jpg,data/crops/train/zebra/train_zebra_00047_img140080_ann1822271.jpg,"[468.56, 226.28, 81.85, 55.27]","[456, 217, 562, 289]"
train,real,1,24,zebra,zebra,4508,588565,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000004508.jpg,data/crops/train/zebra/train_zebra_00048_img4508_ann588565.jpg,"[158.19, 175.26, 338.06, 290.38]","[107, 131, 546, 480]"
train,real,1,24,zebra,zebra,32206,1822588,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000032206.jpg,data/crops/train/zebra/train_zebra_00049_img32206_ann1822588.jpg,"[536.11, 251.26, 27.38, 31.99]","[532, 246, 567, 288]"
train,real,1,24,zebra,zebra,55575,590899,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000055575.jpg,data/crops/train/zebra/train_zebra_00050_img55575_ann590899.jpg,"[297.78, 335.22, 76.6, 69.89]","[286, 324, 385, 415]"
train,real,1,24,zebra,zebra,453646,593783,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000453646.jpg,data/crops/train/zebra/train_zebra_00051_img453646_ann593783.jpg,"[153.3, 74.69, 115.83, 234.21]","[135, 39, 286, 344]"
train,real,1,24,zebra,zebra,532819,590000,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000532819.jpg,data/crops/train/zebra/train_zebra_00052_img532819_ann590000.jpg,"[247.16, 187.26, 151.35, 180.92]","[224, 160, 421, 395]"
train,real,1,24,zebra,zebra,183302,592106,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000183302.jpg,data/crops/train/zebra/train_zebra_00053_img183302_ann592106.jpg,"[344.21, 268.12, 169.27, 116.01]","[318, 250, 538, 401]"
train,real,1,24,zebra,zebra,451061,2070482,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000451061.jpg,data/crops/train/zebra/train_zebra_00054_img451061_ann2070482.jpg,"[153.57, 1.01, 30.45, 29.1]","[149, 0, 188, 34]"
train,real,1,24,zebra,zebra,271760,588317,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000271760.jpg,data/crops/train/zebra/train_zebra_00055_img271760_ann588317.jpg,"[128.51, 329.5, 155.27, 106.32]","[105, 313, 307, 451]"
train,real,1,24,zebra,zebra,304158,593574,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000304158.jpg,data/crops/train/zebra/train_zebra_00056_img304158_ann593574.jpg,"[28.11, 243.78, 300.54, 236.22]","[0, 208, 373, 480]"
train,real,1,24,zebra,zebra,437467,592782,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000437467.jpg,data/crops/train/zebra/train_zebra_00057_img437467_ann592782.jpg,"[433.94, 200.0, 155.65, 93.99]","[410, 185, 612, 308]"
train,real,1,24,zebra,zebra,458594,590477,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000458594.jpg,data/crops/train/zebra/train_zebra_00058_img458594_ann590477.jpg,"[198.19, 88.84, 84.13, 78.64]","[185, 77, 294, 179]"
train,real,1,24,zebra,zebra,299041,1412450,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000299041.jpg,data/crops/train/zebra/train_zebra_00059_img299041_ann1412450.jpg,"[404.43, 421.87, 20.57, 108.62]","[401, 405, 425, 546]"
train,real,1,24,zebra,zebra,254806,592166,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000254806.jpg,data/crops/train/zebra/train_zebra_00060_img254806_ann592166.jpg,"[0.0, 34.5, 372.26, 276.33]","[0, 0, 428, 352]"
train,real,1,24,zebra,zebra,372673,589741,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000372673.jpg,data/crops/train/zebra/train_zebra_00061_img372673_ann589741.jpg,"[240.03, 184.38, 146.3, 170.13]","[218, 158, 408, 380]"
train,real,1,24,zebra,zebra,263512,588337,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000263512.jpg,data/crops/train/zebra/train_zebra_00062_img263512_ann588337.jpg,"[266.31, 103.29, 373.69, 373.69]","[210, 47, 640, 480]"
train,real,1,24,zebra,zebra,159250,591566,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000159250.jpg,data/crops/train/zebra/train_zebra_00063_img159250_ann591566.jpg,"[315.44, 78.24, 114.83, 81.63]","[298, 65, 447, 172]"
train,real,1,24,zebra,zebra,428178,592320,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000428178.jpg,data/crops/train/zebra/train_zebra_00064_img428178_ann592320.jpg,"[307.53, 141.26, 102.51, 183.22]","[292, 113, 425, 351]"
train,real,1,24,zebra,zebra,364567,1412869,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000364567.jpg,data/crops/train/zebra/train_zebra_00065_img364567_ann1412869.jpg,"[429.92, 216.97, 54.25, 174.78]","[421, 190, 492, 417]"
train,real,1,24,zebra,zebra,178034,593122,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000178034.jpg,data/crops/train/zebra/train_zebra_00066_img178034_ann593122.jpg,"[220.87, 233.2, 26.78, 37.03]","[216, 227, 251, 275]"
train,real,1,24,zebra,zebra,99619,588534,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000099619.jpg,data/crops/train/zebra/train_zebra_00067_img99619_ann588534.jpg,"[221.92, 170.5, 165.9, 446.35]","[197, 103, 412, 640]"
train,real,1,24,zebra,zebra,451061,1412065,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000451061.jpg,data/crops/train/zebra/train_zebra_00068_img451061_ann1412065.jpg,"[503.58, 5.34, 88.41, 79.83]","[490, 0, 605, 97]"
train,real,1,24,zebra,zebra,395744,591193,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000395744.jpg,data/crops/train/zebra/train_zebra_00069_img395744_ann591193.jpg,"[266.43, 322.52, 63.64, 25.88]","[256, 318, 339, 352]"
train,real,1,24,zebra,zebra,364567,1412087,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000364567.jpg,data/crops/train/zebra/train_zebra_00070_img364567_ann1412087.jpg,"[116.56, 216.41, 71.56, 211.86]","[105, 184, 198, 447]"
train,real,1,24,zebra,zebra,129262,588751,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000129262.jpg,data/crops/train/zebra/train_zebra_00071_img129262_ann588751.jpg,"[266.07, 182.65, 213.93, 378.25]","[233, 125, 480, 617]"
train,real,1,24,zebra,zebra,451061,591108,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000451061.jpg,data/crops/train/zebra/train_zebra_00072_img451061_ann591108.jpg,"[1.5, 5.88, 158.0, 138.0]","[0, 0, 183, 164]"
train,real,1,24,zebra,zebra,429491,591181,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000429491.jpg,data/crops/train/zebra/train_zebra_00073_img429491_ann591181.jpg,"[20.32, 0.9, 386.0, 374.1]","[0, 0, 464, 375]"
train,real,1,24,zebra,zebra,230679,589245,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000230679.jpg,data/crops/train/zebra/train_zebra_00074_img230679_ann589245.jpg,"[37.71, 192.16, 42.23, 28.74]","[31, 187, 86, 225]"
train,real,1,24,zebra,zebra,70927,592714,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000070927.jpg,data/crops/train/zebra/train_zebra_00075_img70927_ann592714.jpg,"[439.47, 287.83, 52.16, 51.65]","[431, 280, 499, 347]"
train,real,1,24,zebra,zebra,357301,591503,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000357301.jpg,data/crops/train/zebra/train_zebra_00076_img357301_ann591503.jpg,"[462.39, 149.08, 137.01, 93.18]","[441, 135, 619, 256]"
train,real,1,24,zebra,zebra,451061,1412893,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000451061.jpg,data/crops/train/zebra/train_zebra_00077_img451061_ann1412893.jpg,"[364.75, 0.37, 42.17, 102.23]","[358, 0, 413, 117]"
train,real,1,24,zebra,zebra,217131,593151,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000217131.jpg,data/crops/train/zebra/train_zebra_00078_img217131_ann593151.jpg,"[215.9, 158.99, 153.53, 146.81]","[192, 136, 392, 327]"
train,real,1,24,zebra,zebra,364567,1412803,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000364567.jpg,data/crops/train/zebra/train_zebra_00079_img364567_ann1412803.jpg,"[331.82, 280.45, 56.96, 105.61]","[323, 264, 397, 401]"
train,real,1,24,zebra,zebra,304158,591530,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000304158.jpg,data/crops/train/zebra/train_zebra_00080_img304158_ann591530.jpg,"[318.35, 285.52, 203.77, 194.48]","[287, 256, 552, 480]"
train,real,1,24,zebra,zebra,277932,592686,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000277932.jpg,data/crops/train/zebra/train_zebra_00081_img277932_ann592686.jpg,"[484.53, 257.05, 58.35, 42.38]","[475, 250, 551, 305]"
train,real,1,24,zebra,zebra,169228,589572,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000169228.jpg,data/crops/train/zebra/train_zebra_00082_img169228_ann589572.jpg,"[192.92, 14.33, 108.88, 156.63]","[176, 0, 318, 194]"
train,real,1,24,zebra,zebra,67414,588727,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000067414.jpg,data/crops/train/zebra/train_zebra_00083_img67414_ann588727.jpg,"[15.68, 130.16, 310.6, 202.84]","[0, 99, 372, 333]"
train,real,1,24,zebra,zebra,409227,593595,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000409227.jpg,data/crops/train/zebra/train_zebra_00084_img409227_ann593595.jpg,"[190.5, 89.44, 288.0, 171.75]","[147, 63, 500, 286]"
train,real,1,24,zebra,zebra,453646,2070434,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000453646.jpg,data/crops/train/zebra/train_zebra_00085_img453646_ann2070434.jpg,"[457.75, 132.44, 179.71, 184.54]","[430, 104, 640, 344]"
train,real,1,24,zebra,zebra,196944,588840,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000196944.jpg,data/crops/train/zebra/train_zebra_00086_img196944_ann588840.jpg,"[195.1, 187.25, 142.38, 257.28]","[173, 148, 358, 483]"
train,real,1,24,zebra,zebra,556406,589992,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000556406.jpg,data/crops/train/zebra/train_zebra_00087_img556406_ann589992.jpg,"[192.28, 179.9, 66.48, 43.19]","[182, 173, 268, 229]"
train,real,1,24,zebra,zebra,354003,593864,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000354003.jpg,data/crops/train/zebra/train_zebra_00088_img354003_ann593864.jpg,"[360.94, 255.82, 75.28, 70.46]","[349, 245, 447, 336]"
train,real,1,24,zebra,zebra,353220,592471,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000353220.jpg,data/crops/train/zebra/train_zebra_00089_img353220_ann592471.jpg,"[421.77, 188.86, 156.14, 142.67]","[398, 167, 601, 352]"
train,real,1,24,zebra,zebra,395744,588347,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000395744.jpg,data/crops/train/zebra/train_zebra_00090_img395744_ann588347.jpg,"[192.36, 349.25, 69.17, 30.12]","[181, 344, 271, 383]"
train,real,1,24,zebra,zebra,489995,594194,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000489995.jpg,data/crops/train/zebra/train_zebra_00091_img489995_ann594194.jpg,"[366.51, 156.87, 130.49, 91.15]","[346, 143, 516, 261]"
train,real,1,24,zebra,zebra,55575,1411851,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000055575.jpg,data/crops/train/zebra/train_zebra_00092_img55575_ann1411851.jpg,"[251.03, 355.68, 54.96, 61.04]","[242, 346, 314, 425]"
train,real,1,24,zebra,zebra,556406,2191618,/root/.cache/kagglehub/datasets/abdelrahmanelgharibx/coco2017-subset/versions/1/coco/000000556406.jpg,data/crops/train/zebra/train_zebra_00093_img556406_ann2191618.jpg,"[19.74, 181.8, 50.91, 47.27]","[12, 174, 78, 236]"
