source,label_id,category_id,class_name,class_slug,prompt,source_crop,synthetic_path,base_model,controlnet_model,seed
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00011_img439346_ann1163520.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00010.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,52
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00075_img127301_ann1188310.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00011.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,53
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00054_img341865_ann1163501.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00012.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,54
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00004_img73174_ann2228766.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00013.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,55
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00003_img116466_ann1163542.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00014.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,56
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00011_img439346_ann1163520.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00015.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,57
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00027_img333020_ann1675999.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00016.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,58
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00029_img233955_ann1675910.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00017.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,59
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00064_img544408_ann2147766.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00018.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,60
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00077_img134290_ann1996977.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00019.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,61
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00003_img116466_ann1163542.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00020.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,62
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00071_img438349_ann2228797.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00021.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,63
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00025_img414857_ann1188343.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00022.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,64
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00091_img180020_ann1188313.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00023.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,65
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00083_img123125_ann1188372.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00024.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,66
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00089_img545944_ann1675982.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00025.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,67
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00069_img512292_ann1675984.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00026.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,68
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00053_img388075_ann1997012.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00027.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,69
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00028_img375483_ann1188307.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00028.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,70
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00057_img293133_ann1188224.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00029.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,71
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00075_img127301_ann1188310.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00030.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,72
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00035_img304125_ann1188177.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00031.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,73
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00000_img31113_ann1188236.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00032.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,74
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00020_img118736_ann1188227.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00033.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,75
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00089_img545944_ann1675982.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00034.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,76
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00054_img341865_ann1163501.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00035.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,77
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00043_img130732_ann1188301.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00036.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,78
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00035_img304125_ann1188177.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00037.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,79
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00019_img383267_ann1676028.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00038.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,80
synthetic_controlnet_canny,0,89,hair drier,hair_drier,"a realistic high quality photo of hair drier, centered object, natural lighting, detailed",data/crops/train/hair_drier/train_hair_drier_00027_img333020_ann1675999.jpg,data/synthetic_controlnet/train/hair_drier/synthetic_hair_drier_00039.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,81
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00245_img191188_ann590601.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00000.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10042
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00195_img51210_ann589766.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00001.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10043
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00086_img196944_ann588840.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00002.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10044
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00026_img434856_ann591449.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00003.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10045
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00023_img231140_ann593772.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00004.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10046
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00097_img32456_ann590861.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00005.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10047
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00024_img364567_ann1412527.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00006.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10048
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00091_img489995_ann594194.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00007.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10049
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00216_img169228_ann590294.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00008.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10050
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00088_img354003_ann593864.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00009.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10051
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00154_img428178_ann593798.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00010.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10052
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00067_img99619_ann588534.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00011.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10053
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00206_img471771_ann590996.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00012.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10054
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00011_img357301_ann590818.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00013.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10055
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00186_img394352_ann592627.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00014.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10056
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00117_img167696_ann589816.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00015.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10057
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00137_img487095_ann588132.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00016.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10058
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00031_img61760_ann593829.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00017.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10059
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00249_img556406_ann590309.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00018.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10060
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00236_img180997_ann589680.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00019.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10061
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00096_img380058_ann1412564.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00020.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10062
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00020_img524991_ann590700.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00021.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10063
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00141_img321737_ann588209.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00022.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10064
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00075_img70927_ann592714.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00023.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10065
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00212_img458175_ann589789.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00024.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10066
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00160_img321737_ann2175295.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00025.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10067
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00158_img540885_ann592466.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00026.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10068
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00226_img353220_ann1822206.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00027.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10069
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00220_img451061_ann593182.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00028.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10070
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00092_img55575_ann1411851.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00029.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10071
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00147_img574696_ann589978.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00030.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10072
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00049_img32206_ann1822588.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00031.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10073
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00180_img319902_ann592112.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00032.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10074
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00017_img251816_ann589695.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00033.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10075
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00011_img357301_ann590818.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00034.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10076
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00169_img329380_ann590448.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00035.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10077
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00058_img458594_ann590477.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00036.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10078
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00197_img109774_ann592097.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00037.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10079
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00074_img230679_ann589245.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00038.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10080
synthetic_controlnet_canny,1,24,zebra,zebra,"a realistic high quality photo of zebra, centered object, natural lighting, detailed",data/crops/train/zebra/train_zebra_00020_img524991_ann590700.jpg,data/synthetic_controlnet/train/zebra/synthetic_zebra_00039.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,10081
synthetic_controlnet_canny,2,74,mouse,mouse,"a realistic high quality photo of mouse, centered object, natural lighting, detailed",data/crops/train/mouse/train_mouse_00218_img448368_ann1971874.jpg,data/synthetic_controlnet/train/mouse/synthetic_mouse_00000.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,20042
synthetic_controlnet_canny,2,74,mouse,mouse,"a realistic high quality photo of mouse, centered object, natural lighting, detailed",data/crops/train/mouse/train_mouse_00059_img153638_ann1107037.jpg,data/synthetic_controlnet/train/mouse/synthetic_mouse_00001.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,20043
synthetic_controlnet_canny,2,74,mouse,mouse,"a realistic high quality photo of mouse, centered object, natural lighting, detailed",data/crops/train/mouse/train_mouse_00221_img74080_ann2135059.jpg,data/synthetic_controlnet/train/mouse/synthetic_mouse_00002.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,20044
synthetic_controlnet_canny,2,74,mouse,mouse,"a realistic high quality photo of mouse, centered object, natural lighting, detailed",data/crops/train/mouse/train_mouse_00025_img97922_ann1104579.jpg,data/synthetic_controlnet/train/mouse/synthetic_mouse_00003.png,runwayml/stable-diffusion-v1-5,lllyasviel/sd-controlnet-canny,20045
